,0,1,2,3,4,5
0,0.042105263157894736,0.023361823361823363,0.008671328671328672,0.04191555635939792,0.005141128440097512,0.5079793208390331
1,0.06315789473684211,0.0028735632183908046,0.02,0.01586881777307591,0.005025125628140704,0.5343969529670969
2,0.042105263157894736,0.003232758620689655,0.016551724137931035,0.013759889920880633,0.005409060175794456,0.4880619779900355
3,0.010526315789473684,0.02634146341463415,0.0020620842572062086,0.014003334127173136,0.002171945701357466,0.5122609105522775
4,0.021052631578947368,0.002191380569758948,0.006486486486486486,0.010632642211589579,0.0032760032760032758,0.5127250896585429
5,0.07719298245614035,0.005104224459063169,0.022735462735462734,0.028070175438596492,0.007862407862407862,0.5479564919492977
6,0.2,0.018722104768616396,0.010484848484848484,0.2847868111026007,0.010327810327810329,0.5441413821989362
7,0.06315789473684211,0.004464285714285714,0.025714285714285714,0.018685767673621928,0.0076077768385460695,0.4846792096792097
8,0.0456140350877193,0.0024509803921568627,0.013333333333333334,0.014165849406124007,0.004140786749482402,0.5242287937881464
9,0.017543859649122806,0.005341880341880342,0.007692307692307693,0.014380212827149843,0.00630517023959647,0.5224606378832998
10,0.08421052631578947,0.009176618478944059,0.024373464373464375,0.04256094782410572,0.011466011466011467,0.5736584668329272
