,0,1,2,3,4,5,6,7,8,9,10
0,-233138.54047166873,-186100.64008940288,-192497.7686243775,-240866.6184378548,-206865.86030123523,-184357.53841260244,-200973.02308191033,-192399.0067665872,-197495.57548181812,-224710.19481836224,-209615.6372646525
1,-233150.48232462897,-185931.9162181533,-192268.90437657098,-240796.238887826,-206864.82991815056,-187739.64163937536,-200794.51276520867,-192063.4486359732,-199086.3380729691,-224535.384227286,-209603.52951223805
2,-232966.64693076754,-185753.00293936906,-186597.64563775228,-240794.8079062935,-206640.78187673877,-189361.7174087843,-200389.23566159606,-190172.62848403945,-199438.10637789618,-224524.10897204082,-209526.64830378746
3,-232734.24701782112,-185463.28517737053,-139178.05771979573,-240737.12992452047,-206482.2443924935,-173428.96875040338,-198765.42235435505,-185851.38640825474,-198549.74953085062,-218437.43949061766,-206188.42183536518
4,-231996.40692461503,-185156.6757438738,-33005.91526142244,-239958.6289254363,-204754.8136461796,-94901.67185488128,-194471.27365014504,-135863.52252215083,-193363.55566631746,-162866.81396407756,-174356.4848805411
5,-231565.17732319213,-184566.6208715689,19750.55196036664,-237932.3359783542,-191894.04733715914,371689.0155617038,-159998.38605358533,3108.1871805276523,-180148.18308147654,-47580.066604057916,245107.9615462196
6,-231220.59884745744,-184455.17902545567,117148.54183068348,-234215.25981811364,-130351.9656351767,448413.33633648313,-70332.98309151856,632484.7170611002,-113634.00219992762,335417.05359022657,827412.2527212908
7,-230151.73693630425,-184261.95313776372,353391.12337948394,-216182.15630138636,-147591.17620583277,609100.5563876495,128836.71015882563,721474.0510966287,167284.66884913857,912699.179443345,881067.5654959109
8,-229802.37907847756,-184114.3738336467,-2173.5505237639713,-180425.8536831612,-121566.8566732104,888910.9722278633,824544.025850818,598632.0143126252,191495.04403995274,913377.1990151848,891288.9293714312
9,-228997.37771368938,-183777.51448960637,34164.46221028129,121300.28346593954,-149529.62737454387,892960.9659705006,884772.5128114282,711289.0996695078,493501.9436133994,913551.392239722,896762.9917430023
10,-228846.22782816892,-183184.86550112933,134746.7314913569,-240731.91476811498,-127017.44044937799,896053.3778166447,890485.4108681831,333539.89722049376,565354.8993621231,913579.9355435483,899677.3511728705
11,-228672.1117157966,-183148.38058719732,393994.33813749306,-240789.00433251582,-148237.2200195402,898269.4539614522,896816.0399268478,-79115.39052260388,599828.9021228615,913926.0926112842,902351.9723220547
12,-228114.14743459626,-182641.97372441622,76307.32775297054,-240714.05322503252,-121606.73690121855,899784.7519198105,898862.4507429267,-17970.96792963664,679053.4149427197,914603.0303989041,903832.8878124804
13,-228086.02783346552,-182435.6363934719,178399.43167378762,-240662.6020196457,-150138.48796730733,901254.6448303424,901620.4827535094,522232.2933040785,691128.1299719575,914660.1170065571,904761.1038341317
14,-227355.8430255916,-182069.02191272384,428304.7243494423,-239847.86397108476,-126800.33405049484,903995.8944917157,904026.0035015186,819029.6225650458,699371.821154993,914660.1170065571,906868.103946422
15,-226845.80394929217,-181914.3407756643,139603.19486998647,-238448.61118846177,-148747.91930209094,906440.9387149339,908024.8461266533,883146.6615983952,708998.7578673814,915220.5516998078,907643.3281583702
16,-226021.31945574144,-173182.45301525472,225587.12272619645,-234938.2494598408,-122249.79252591924,907700.970197489,909016.1943068808,889678.0800173325,716426.009817845,915925.3390574439,908953.1548228246
17,-226021.31945574144,-172464.6559589551,437607.2029006004,-218112.75911922692,-150212.33296078152,908817.8865030248,910694.3897498004,896138.8612995306,728397.4644346654,916640.502189295,910253.3449043254
18,-225896.45699658332,-172064.85263156024,147411.04527887265,-188499.34562510715,-126912.3367950184,910804.6400208271,911660.6689181901,897683.7097762123,761658.7233628473,916640.502189295,910943.0839234951
19,-225715.11644374623,-171592.03288948326,229422.88023155346,-107217.7786649777,-148782.78418184514,911964.2503334954,913335.856231275,902451.5209566256,768807.3363852138,916989.1771554896,911603.531740213
20,-225513.65496683997,-171068.79926429727,441139.49907331524,-122163.20397818062,-122219.00236084462,912931.3360725571,914096.4138645134,903184.6492379787,792424.5811762856,917507.8066250931,912173.4492802145
21,-225478.94369197762,-170592.6303464147,148927.8165053276,-117135.71503481778,-149977.93298349943,913489.2645070583,914096.4138645134,907091.831173437,800045.2820383132,917507.8066250931,912428.6343968194
