,0,1,2,3,4,5
0,0.023980815347721823,0.005735298890205676,0.04111656427136932,0.006981182666905382,0.007072149353404542,0.4931163729086942
1,0.06175059952038369,0.009606488109438312,0.07157371867238653,0.010884740088799522,0.016020933000920872,0.5064687727995388
2,0.03776978417266187,0.01833933693549463,0.0924745705482632,0.009471132012319389,0.027511318579091247,0.5224269625459554
3,0.047362110311750596,0.005544076998425609,0.05866415204600693,0.007595687881310129,0.01009816813153073,0.49971005587063183
4,0.06235011990407674,0.006939988116458705,0.060191518467852256,0.008101713480197299,0.008841160022686001,0.5007145844981188
5,0.019184652278177457,0.007744022089535503,0.034713214627727904,0.006278446748100048,0.009757342353555618,0.5191403743853557
6,0.06235011990407674,0.013449423090535853,0.060191518467852256,0.008259371574255889,0.00926648279708484,0.5007062575497431
7,0.03117505995203837,0.007532956685499059,0.04882259971046445,0.010589061693332298,0.011214454407775524,0.49500699470726983
8,0.002398081534772182,0.004158614171451142,0.006668636306081965,0.00099194648964669,0.002095402440527548,0.528798426846607
9,0.020983213429256596,0.0034528243327126007,0.04371440756629287,0.0026644587578733827,0.0036885183909856185,0.493319350839223
10,0.06175059952038369,0.007094368726932822,0.05962041624055357,0.00804125228893282,0.008802289444854337,0.5004095460122289
