,0,1,2,3,4,5
0,0.0,0.0,0.0,0.0,0.0,0.4999945711987287
1,0.0,0.0,0.0,0.0,0.0,0.49997836704947957
2,0.0,0.0,0.0,0.0,0.0,0.4999980258904469
3,0.0,0.0,0.0,0.0,0.0,0.4999993419634823
4,0.0,0.0,0.0,0.0,0.0,0.49999876618152933
5,0.00040551500405515005,1.661280794331444e-07,0.0004051863857374392,3.3238934758618856e-07,3.321199883093764e-07,0.5000009870547766
6,0.0,0.0,0.0,0.0,0.0,0.499862470367793
7,0.0,0.0,0.0,0.0,0.0,0.49997408981211405
8,0.00040551500405515005,1.7516874443072874e-07,0.00040306328093510683,3.5231538145538666e-07,3.50185300551787e-07,0.5000116801481899
9,0.0,0.0,0.0,0.0,0.0,0.49999810814501144
10,0.00040551500405515005,2.3440360456486955e-07,0.0004017677782241864,4.729037948165014e-07,4.6853385215648555e-07,0.5000143945488255
