,0,1,2,3,4,5,6,7,8,9,10
0,-69161533.11567777,-69759285.22820815,-74038911.56772658,-43164881.78942001,-73012960.45559768,-76840917.91367209,-59128331.85622526,-61892783.371364474,-58107368.66529853,-71190797.31893125,-87333227.78959544
1,-69230096.28817284,-69764091.49407092,-73999956.75744346,-62331592.48053062,-73037180.60809362,-76484233.09205261,-60959501.63768935,-61151609.64746225,219358906.9141479,-71141470.79039878,-87333227.78959544
2,-69338160.79434645,-69773093.72071612,-73832131.3324742,-62449472.98400897,-73036856.68846148,-76227948.49307388,-60905583.5762814,-53479124.35069977,496047213.4256085,-71068076.04150173,-87333227.78959544
3,-69314557.99968511,-69776323.28955118,-73779912.1292881,-62889621.348423995,-73066915.70389494,-75946920.29448617,-61630752.33052425,81238071.5106342,444931237.442885,-71000385.47582799,-87333960.14673086
4,-69332281.36224413,-69783359.78368661,-73756897.2955965,-62553053.14060372,-73079392.74798061,-75700462.19453374,-61565883.801821396,468320765.8216089,-10735635.50549908,-70962528.78846103,-87333960.14673086
5,-69318671.59706983,-69779277.69848453,-73705870.00295722,-62492032.26972145,-73102449.36566865,-75466471.64977352,-61725002.26879805,176248464.35445184,-10221326.325375061,-70864262.43729275,-87333960.14673086
6,-69297848.91187565,-69784634.72009584,-73654905.91843541,-62185620.01199307,-73111812.95823562,-75466411.60847533,-61812824.93561207,327802527.79579926,-10160590.96548479,-70804066.56311622,-87333960.14673086
7,-69286373.68730594,-69794327.96081412,-73597016.89769518,-61537428.47858171,-73128379.9793376,-75253208.00673148,-62395659.27664624,498597149.12701315,-9996382.642960519,-70757192.6665022,-87335608.73128796
8,-69278675.68583843,-69798414.49592096,-73544391.99206957,-60766288.180695884,-73153465.06113814,-75048550.62830503,-62326404.712958835,504919309.5442039,-9273078.649600782,-70734903.71773632,-87335828.0813989
9,-69263932.97310667,-69802614.2565993,-73508652.50674121,-59564901.48545267,-73160394.51840839,-74713556.02808763,-62637851.95900654,506824315.9400016,-8797737.189519353,-70710905.7690891,-87335828.0813989
10,-69237358.09310034,-69810487.39664468,-73450891.36231554,-58088146.60929846,-73195431.88229576,-74477685.68128946,-62373713.62580329,508204573.0225848,-8687774.84006415,-70638483.17592794,-87335828.0813989
11,-69205395.94136102,-69798614.55485046,-73409704.96093155,-56015763.28267419,-73202726.37112303,-74267455.90890798,-61748112.51855208,509326909.805703,-6779014.016452198,-70552402.65627459,-87342994.24185781
12,-69311195.36505343,-69799246.57365932,-73365894.56966642,-52714062.50355168,-73213682.8110551,-74084753.84648028,-60909311.01667908,510166854.0596627,-6050818.5327025205,-70501119.9525693,-87342994.24185781
13,-69301792.14791097,-69801525.16687147,-73317977.38065961,-48603497.888561234,-73242902.26180324,-73840635.67688079,-59639278.82461054,510985089.6495205,-5069662.426387954,-70449658.59302855,-87342994.24185781
14,-69250006.55100158,-69799175.97991553,-73275386.65339856,-43621503.78344126,-73218966.6036507,-73614458.26582721,-58092652.74029793,511443017.41337854,-3845922.9890857623,-70394138.76289688,-87342994.24185781
15,-69218917.71464491,-69800686.76595266,-73232076.35080208,-38753686.57943042,-73229367.73033789,-73251415.81306778,-56576514.11620608,512179832.5572376,-2847665.044596904,-70184119.67512974,-87342994.24185781
16,-69187477.36316511,-69806291.6578789,-73195171.8515572,-34480871.44101156,-73223892.01893052,-72515525.35117319,-54452651.16203724,512169119.1082757,-905807.0947647765,-70117075.1890719,-87344874.44155586
17,-69191474.0660255,-69799996.63753104,-73131562.57894617,-30061082.824478798,-73251708.60885976,-71875043.26465863,-52584935.819571555,512345012.33914876,2922299.419872507,-70092393.3421962,-87344874.44155586
18,-69185011.94935842,-69805382.37582517,-73088320.56675142,-26729058.997011863,-73273137.66472736,-71174880.18566635,-50969295.796946116,512637346.60049313,10979589.564272052,-70051729.19126026,-87344874.44155586
19,-69172178.33366485,-69807053.38448489,-73060034.6085353,-23624946.594509356,-73300494.37101004,-70659262.96652976,-49503402.66771964,513122129.1494926,10552979.885153426,-70018921.46081194,-87346023.63084513
20,-69156378.26187985,-69816078.88675721,-73008410.64604232,-21541929.035129525,-73281606.20269245,-69748511.70575592,-47766591.60081489,513373321.20689,10112562.151219888,-69991908.35894063,-87343672.09298643
21,-69107178.44039997,-69828229.9732447,-72972329.58291352,-20088803.14215049,-73338062.01185256,-69066458.78800556,-46041390.80399743,513914147.8379723,10254530.05341251,-69956493.40241596,-87344391.73093942
22,-69101239.93866323,-69843476.11357927,-72938456.14789954,-18834241.570717357,-73375648.92389667,-68149405.80287111,-44269924.251760505,513972893.74065953,8522500.24670266,-69886542.30608693,-87348071.59451279
23,-69096759.55807099,-69849754.78956892,-72897544.43753876,-17480127.538349085,-73394451.19841221,-67298865.08854799,-42972832.43939951,514041019.0969274,9273186.28222765,-69859766.05118197,-87348071.59451279
24,-69023421.57744935,-69853838.90642878,-72850696.29721498,-16331102.589421961,-73369800.16473643,-66212297.38871388,-41634923.753761694,513888964.3113587,7237804.5291848,-69809304.86019012,-87349810.32906464
25,-69009710.40179764,-69861577.90131043,-72803271.71468672,-15310829.868215807,-73371368.44782196,-64983226.829630405,-39726168.83053628,513786476.343439,7347490.225357388,-69798463.51151955,-87349810.32906464
26,-68989282.52072032,-69870653.55861239,-72775446.078226,-14637194.735945193,-73362534.6330055,-64007233.07897761,-38435976.26466508,513829912.90097374,5722744.910502707,-69797549.27712822,-87349810.32906464
27,-68986199.48250523,-69875210.00686352,-72711186.03927758,-14199911.354832942,-73368016.23269197,-63006162.23635009,-36759970.945273265,513883582.6277683,5683575.444383495,-69670126.05206922,-87349810.32906464
28,-68986199.48250523,-69878257.8879767,-72648544.4889293,-14147765.95160533,-73394095.6642456,-61830211.360553466,-35288580.72445825,514049359.1529795,4411057.185372978,-69665810.94207263,-87349810.32906464
29,-68949400.27398258,-69879957.0087575,-72587536.65209323,-13932409.273288656,-73398253.85272844,-60813317.633142956,-33734502.101849645,514091789.48787874,14149771.777176188,-69633883.19915159,-87350818.2684859
30,-68935327.37434448,-69888640.93364461,-72539089.34844178,-14014933.42609457,-73402273.3482857,-59877774.17823239,-32657159.85327117,514266982.06431895,-5226091.753124772,-69624384.28914618,-87350818.2684859
31,-68923122.30152917,-69894469.51341604,-72491524.72552803,-13637409.60269015,-73446711.64551896,-58723028.29242256,-31412440.28941974,514290631.7547536,19997950.34280619,-69616279.38461894,-87350818.2684859
32,-68920567.5355837,-69901290.98204799,-72457298.67135118,-13390354.931496192,-73440022.13899915,-56800786.84327167,-30496971.387928717,514490153.32844746,-11097063.965293424,-69582898.22693053,-87354376.74719504
33,-68880466.66291185,-69903918.70966716,-72436226.5399273,-13356641.51734564,-73447586.66074894,-55053229.63678409,-29342197.959642142,514641248.4052373,-9396798.57659332,-69582898.22693053,-87354376.74719504
34,-68876587.51252364,-69899431.23470974,-72378488.36358744,-13701311.926488813,-73452962.02477972,-53123436.64314879,-28162629.107032266,514838563.3826637,-3786362.6950807953,-69515205.42075133,-87354376.74719504
35,-68875607.41434251,-69903434.94485769,-72335023.0169808,-13634120.200136231,-73447855.95194459,-50945909.34579919,-27028900.581000067,514850756.37816155,3082312.8572660154,-69501030.75348821,-87355461.22485441
36,-68837305.80172983,-69907918.0724684,-72306790.13302846,-13653502.307049032,-73446711.98089555,-48997652.67677869,-25786622.56798145,514923651.1537355,-5906488.771363044,-69384375.85209775,-87355461.22485441
37,-68830446.29553938,-69910996.19858667,-72257210.33442613,-13377751.96054376,-73434418.17880781,-47181171.16198033,-25033358.477107875,514984526.0734655,-11249489.49003287,-69348270.96754375,-87355461.22485441
38,-68845100.34573823,-69912418.7323697,-72224185.38875934,-13922226.374991674,-73438189.98781209,-45183741.32678497,-24614453.874166824,515013117.246937,-15440060.805647403,-69334596.79388687,-87352363.87689358
39,-68845100.34573823,-69919522.33285868,-72177039.02366185,-13819035.111139733,-73460508.88915779,-43185275.74393053,-23884156.788255483,515020487.2514804,-16180122.983122883,-69287298.57553235,-87352363.87689358
