,0,1,2,3,4,5
0,0.07553956834532374,0.009627925244171744,0.06391675135875569,0.016005507621723702,0.016227365391533757,0.5091862495745567
1,0.03776978417266187,0.034583280234484516,0.056945642795513375,0.012575643934680128,0.010899874958338086,0.5023156144914575
2,0.07014388489208633,0.01929751968973515,0.06563888843668093,0.03572864964919175,0.026809297336644927,0.507423604381042
3,0.03237410071942446,0.007716738591847769,0.03958357074250737,0.012673451691094488,0.010252502878651471,0.4933672035766504
4,0.005995203836930456,0.0013010668748373666,0.008984725965858042,0.0015166864122067502,0.0022729855665416525,0.48247363410969335
5,0.0341726618705036,0.01943004061878835,0.051105784101453756,0.00731507063847577,0.006724536238880077,0.5008501171289701
6,0.0605515587529976,0.011618302956885635,0.05705145945593957,0.023531412548368474,0.017999153546903967,0.5027709974938865
7,0.03657074340527578,0.006359613306253414,0.04821983818190698,0.010682481758126982,0.009249431868801923,0.4977695823090518
8,0.022781774580335732,0.0032925069038118584,0.02144293226105784,0.004975643716179795,0.0055690870183851115,0.4835757550760182
9,0.03776978417266187,0.0024762233282412654,0.027210884353741496,0.0063093119380402225,0.004539349986569971,0.4879927369711866
10,0.06414868105515588,0.006059646042749729,0.050091979097139694,0.011164022087363463,0.010181609268775337,0.4985723236773807
