,0,1,2,3,4,5,6,7,8,9,10
0,-221695.65503518094,-227957.8057151837,-210991.2579105067,-252833.38521088395,-252307.71890199033,-222203.5369332562,-248747.15978398063,-225230.9258533215,-244434.64354907785,-248349.3058062974,-229951.5963258663
1,-221626.49567126337,-225753.73983333097,-210909.20866588276,-252846.24941155128,-252189.49985273433,-220868.44130670046,-90338.77295509836,-225324.13747180923,-243767.99057535123,-246626.55091610277,-229983.62427623555
2,-219451.54088136117,-214774.6707816558,-207821.37959548822,-252696.777351911,-250515.63572814537,-217293.4153281818,-84390.17450308494,-224808.09274508577,334811.8912653477,-243440.2867283834,-229928.6564268063
3,449702.6364164138,-198517.18802421115,-132552.66495658638,2422.1845926209216,-214819.28351557496,-201275.84466572932,-61792.472051725825,211705.7214854749,853582.395158041,174503.67998016658,-229805.86226859211
4,793117.3912779142,-12007.374362021064,-77026.54156361488,777726.3309098465,-133140.35481840384,-149255.5457921773,-40338.44408691987,772620.6762760753,829952.2370766703,802276.5197631333,-226933.75450774925
5,781469.9633734131,77483.24370108807,-50547.88660184317,-64894.56034681027,47170.14680742538,-34906.33578875026,-15659.76999365636,-54944.8522694079,-33778.344819213,634168.0162041395,-157999.08265820102
6,-42340.81546010087,115090.35889123559,-41151.49436089888,510178.1260591106,19364.84440437376,4158.0011637263215,17717.049967555293,-51118.796004334356,-34039.591605682304,855383.5501169504,-103491.21502014282
7,-42755.01599349751,133682.51334684086,-17015.06267276556,-50946.571478306076,65113.90623333266,-12093.862325518392,46240.82435082359,666889.362331668,-34276.51524108554,841793.8052397094,-58159.87489020097
8,-42750.28851342784,148228.49377860635,7996.421480809498,-50760.278567171496,65048.33783775639,-41534.48039239182,55792.99717850929,-47571.22551322484,-34392.24569797094,-5092.874142972725,-33741.34629726049
9,-42395.84817916135,168757.42352470005,33319.776067159924,-47439.433564353545,96818.08666766022,-26749.953281632752,72660.11454263628,-47482.44238380774,-34068.897451434445,25432.121813102087,-24513.476363264857
10,-40911.229999404626,268831.28153350315,51118.35186785205,747510.3778771365,123744.70676736778,-12508.462994560054,84158.2181875213,-47801.2110804389,-31355.625264785896,41903.595847699355,-16622.026333132984
11,-32107.470585190695,576208.7858443952,63629.55387017578,-48610.27499390779,137169.59507254956,21510.332380660315,105708.6899210462,-48270.34384538562,9705.80797685784,831691.901342807,-10344.566216848463
12,767991.513292351,930986.2631283619,68527.983927002,-48938.13444265663,147449.21521140484,32025.134808001192,114011.16812531848,-49380.64034217613,826374.117435388,-19215.951061968146,-6625.977387777337
13,-41369.60217959878,926416.8989899876,70531.53095136068,-49261.9649076746,155345.41116711043,21037.191429911793,120402.39003808775,-49872.45049007147,-32179.48683331612,-11025.843485161367,-2850.573613711097
14,-41386.73654605495,916170.5361719837,76398.3467367015,-49605.329115238696,163501.95498631,-15248.125391736607,124831.47230536987,-50522.36081745565,-32747.41687067356,16603.933124648167,2916.557375646913
15,-41569.79349190736,849248.4938049787,81250.49685786021,-50643.19072210236,171887.6128165113,38307.43670499211,138803.6656220272,-50736.046489461834,-33532.04729073218,27293.399661799154,8434.767994716462
16,-42215.465843703496,777570.789768206,84266.23964102082,-54764.53508683937,183353.84193990633,-21891.311805104564,144884.0198157337,-48756.12544881008,-33246.839466442405,817213.2006576861,11943.869277426076
17,-42305.30913562763,905408.985740539,87673.50927779239,-68274.4622987436,186871.83553988545,-15084.288870082088,148079.1205764383,56874.804962905386,-33510.6530052451,-20619.087028679478,17238.290094198346
18,-42395.80190893117,839653.4046309041,91573.48522227426,-68035.47171148537,193479.9139732667,30273.722559393354,152560.77979697642,714009.1089448533,-31932.26472229723,-20200.141836677605,20641.588408332696
