,0,1,2,3,4,5
0,0.00040551500405515005,1.6444241851384835e-07,0.00040551500405515005,3.287515233523713e-07,3.287515233523713e-07,0.5
1,0.0,0.0,0.0,0.0,0.0,0.5
2,0.0,0.0,0.0,0.0,0.0,0.5
3,0.00040551500405515005,1.6444241851384835e-07,0.00040551500405515005,3.287515233523713e-07,3.287515233523713e-07,0.5
4,0.0,0.0,0.0,0.0,0.0,0.5
5,0.0,0.0,0.0,0.0,0.0,0.5
6,0.00040551500405515005,1.6444241851384835e-07,0.00040551500405515005,3.287515233523713e-07,3.287515233523713e-07,0.5
7,0.00040551500405515005,1.7700900798841653e-07,0.00040535062829347385,3.5400698738991707e-07,3.5386349043515833e-07,0.5000144768033903
8,0.0,0.0,0.0,0.0,0.0,0.5
9,0.0,0.0,0.0,0.0,0.0,0.5
10,0.0,0.0,0.0,0.0,0.0,0.5
